1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1656,0.0,4.0,No,0,Unf,1656,506,Unf,1973.0,1656,TA,9246,87.0,564.0,211,5,5,1656,0.0,1973,1973,135000
1726,0.0,3.0,No,1126,None,600,786,None,2007.0,1726,Ex,9416,79.0,205.0,138,5,7,1726,0.0,2007,2007,311872
1898,1080.0,5.0,No,0,Unf,710,564,Fin,1961.0,2978,Gd,11275,96.0,300.0,0,7,7,710,0.0,1967,2007,242000
872,521.0,3.0,No,0,Unf,816,300,Unf,1955.0,1393,TA,16466,59.0,0.0,0,7,5,816,0.0,1955,1955,135500
1005,1286.0,4.0,No,0,Unf,975,429,Fin,1999.0,2291,Gd,8738,66.0,302.0,0,5,7,975,0.0,1999,1999,230000
1470,0.0,4.0,No,986,GLQ,484,696,None,1998.0,2630,Gd,9200,80.0,473.0,66,5,8,1470,0.0,1998,1998,315000
1216,639.0,4.0,No,444,Rec,550,325,Unf,1954.0,1855,TA,9525,75.0,0.0,0,4,6,994,0.0,1954,1972,136900
1746,0.0,3.0,Gd,1320,GLQ,426,758,Fin,2006.0,1746,Ex,14892,42.0,160.0,39,5,9,1746,0.0,2006,2007,377500
855,0.0,3.0,No,257,ALQ,103,440,Unf,1974.0,1322,TA,2308,24.0,0.0,0,5,6,855,0.0,1974,1974,147000
1244,0.0,3.0,No,777,Rec,467,336,Unf,1957.0,1244,TA,11988,90.0,0.0,40,6,6,1244,0.0,1957,1957,150000
1194,0.0,3.0,Mn,655,ALQ,0,539,Fin,1954.0,1194,TA,8910,79.0,0.0,0,6,6,655,0.0,1959,1959,159500
1120,1120.0,6.0,None,0,None,0,528,Unf,1979.0,2240,TA,7018,64.0,0.0,0,5,5,0,0.0,1979,1979,142953
1302,0.0,3.0,Gd,270,LwQ,452,309,RFn,1964.0,1302,Gd,9350,85.0,108.0,0,7,6,1302,0.0,1964,1991,158000
929,929.0,5.0,No,0,Unf,755,0,None,1978.5061638868744,2229,TA,5520,92.0,0.0,198,6,6,755,0.0,1912,1950,104000
694,600.0,3.0,None,0,None,0,0,None,1978.5061638868744,1294,TA,10800,60.0,0.0,114,7,4,0,0.0,1900,2000,106250
1068,0.0,3.0,No,663,GLQ,396,264,RFn,1963.0,1068,TA,8414,70.0,0.0,0,8,6,1059,0.0,1963,2003,154500
764,862.0,2.0,No,0,Unf,764,474,RFn,2003.0,1626,Gd,2628,36.0,106.0,27,5,7,764,0.0,2003,2003,175500
985,0.0,3.0,Av,595,GLQ,390,328,Unf,1977.0,985,TA,8385,65.0,220.0,0,8,5,985,0.0,1977,1977,149900
885,833.0,3.0,No,0,Unf,832,427,Fin,1998.0,1718,TA,10141,74.0,40.0,94,5,7,832,0.0,1998,1998,185000
1188,1152.0,4.0,No,275,GLQ,877,252,RFn,1941.0,2340,Gd,9042,66.0,0.0,60,9,7,1152,0.0,1941,2006,266500
1712,0.0,4.0,No,528,LwQ,1098,588,Fin,2005.0,1712,TA,8393,70.0,122.0,54,5,5,1626,0.0,1959,2005,145000
1222,888.0,3.0,No,695,GLQ,253,463,RFn,1994.0,2110,Gd,8880,70.04995836802664,0.0,130,5,7,948,0.0,1994,2002,205000
764,862.0,2.0,No,573,GLQ,191,474,RFn,2003.0,1626,Gd,2448,36.0,106.0,27,5,7,764,0.0,2003,2004,154000
1097,896.0,4.0,No,416,Rec,409,495,RFn,1971.0,1993,TA,14803,70.04995836802664,252.0,66,5,6,825,0.0,1971,1971,190000
988,0.0,1.0,Gd,938,ALQ,0,540,Unf,1969.0,988,TA,21453,70.04995836802664,0.0,130,5,6,938,0.0,1969,1969,180000
848,0.0,2.0,No,152,BLQ,628,539,Unf,1962.0,1208,TA,6240,52.0,0.0,23,5,4,780,0.0,1925,1950,103000
882,908.0,3.0,No,633,GLQ,240,588,RFn,1999.0,1790,Gd,9179,68.0,158.0,88,5,7,873,0.0,1999,1999,193000
1214,0.0,2.86921381337252,No,695,BLQ,519,318,RFn,1967.0,1214,TA,10355,70.04995836802664,196.0,111,5,5,1214,0.0,1967,1967,143000
1145,0.0,2.0,No,16,GLQ,1129,397,Fin,2005.0,1145,Gd,3182,43.0,11.0,16,5,7,1145,0.0,2005,2006,160200
1314,0.0,3.0,No,24,GLQ,1290,440,RFn,2006.0,1314,Gd,9317,78.0,0.0,22,5,6,1314,0.0,2006,2006,176432
909,807.0,2.0,No,0,Unf,880,512,RFn,1996.0,1716,Gd,8750,70.0,0.0,120,5,7,880,0.0,1996,1996,191000
1728,0.0,4.0,No,1606,ALQ,122,560,Unf,1976.0,1728,TA,9297,63.0,0.0,0,5,5,1728,0.0,1976,1976,188000
1826,0.0,3.0,Gd,1422,GLQ,392,758,None,2005.0,1826,Gd,11302,69.0,238.0,75,5,8,1814,180.0,2005,2006,319000
948,980.0,5.0,Mn,0,Unf,686,0,None,1978.5061638868744,1928,TA,7082,70.04995836802664,0.0,0,8,5,686,0.0,1916,1995,160000
1167,0.0,3.0,No,560,GLQ,598,400,RFn,1992.0,1167,Gd,9248,70.04995836802664,106.0,26,6,6,1158,120.0,1992,1992,173000
1478,0.0,3.0,No,1270,BLQ,208,498,Unf,1960.0,1478,TA,17600,70.04995836802664,30.0,40,5,6,1478,0.0,1960,1960,157500
840,0.0,3.0,No,116,LwQ,556,0,None,1978.5061638868744,840,TA,4388,55.0,0.0,0,7,5,672,0.0,1930,1950,87000
1287,0.0,3.0,No,72,ALQ,733,576,Fin,1997.0,1287,Gd,9830,70.04995836802664,0.0,17,7,5,1063,364.0,1959,2006,162000
910,0.0,3.0,Av,0,Unf,105,414,Unf,1953.0,910,Gd,8892,74.0,0.0,0,7,5,105,196.0,1953,1996,116000
1771,0.0,3.0,None,0,None,0,336,Unf,1960.0,1771,TA,21750,100.0,75.0,0,4,5,0,0.0,1960,2006,115000
1624,0.0,2.0,No,1456,GLQ,168,757,RFn,1994.0,1624,Gd,12461,89.0,0.0,114,5,8,1624,0.0,1994,1995,262000
968,0.0,4.0,No,0,Unf,656,216,Unf,1928.0,968,TA,10800,60.0,0.0,0,6,4,656,0.0,1927,2007,64500
964,925.0,4.0,No,0,Unf,925,308,Unf,1960.0,1889,TA,10120,60.0,0.0,0,4,7,925,0.0,1910,1950,122000
816,0.0,2.0,No,708,GLQ,108,308,Unf,1957.0,816,TA,7100,73.0,0.0,0,7,5,816,0.0,1957,1957,129900
1525,0.0,3.0,Av,1400,GLQ,125,541,RFn,2000.0,1525,Gd,9100,70.0,244.0,36,5,7,1525,0.0,2000,2000,235000
526,462.0,2.0,Gd,462,GLQ,0,297,Unf,1973.0,988,TA,1596,21.0,0.0,101,5,4,462,0.0,1973,1973,91000
698,698.0,3.0,No,0,Unf,698,384,Unf,2003.0,1396,TA,8730,60.0,0.0,0,7,6,698,0.0,1915,2003,153575
698,560.0,2.0,Mn,204,Rec,356,280,Unf,1939.0,1258,TA,9060,60.0,0.0,0,5,6,560,0.0,1939,1950,105000
1521,0.0,2.86921381337252,No,0,Unf,1237,880,Unf,1988.0,2775,Gd,13500,75.0,0.0,502,9,10,1237,0.0,1893,2000,325000
1850,0.0,3.0,Gd,1261,GLQ,572,772,Fin,2004.0,1850,Gd,16033,98.0,378.0,112,5,9,1833,0.0,2004,2005,326000
872,0.0,3.0,No,0,Unf,858,480,Unf,1974.0,872,TA,8294,70.0,0.0,0,5,4,858,0.0,1971,1971,123000
1249,1347.0,4.0,Av,0,Unf,1249,840,RFn,2006.0,2596,Gd,16259,111.0,370.0,154,5,9,1249,0.0,2006,2006,342643
1112,438.0,2.0,No,812,GLQ,280,438,Fin,2007.0,1550,Gd,8125,65.0,100.0,168,5,7,1092,0.0,2006,2007,241000
1713,0.0,3.0,Av,1088,GLQ,625,856,Fin,2004.0,1713,Ex,9591,76.0,262.0,26,5,8,1713,0.0,2004,2005,274900
1390,304.0,4.0,No,423,Rec,758,576,Unf,1925.0,1694,TA,8400,60.0,0.0,0,5,6,1181,0.0,1925,1950,136500
1080,0.0,3.0,No,680,GLQ,400,0,None,1978.5061638868744,1080,Gd,7500,63.0,120.0,0,5,7,1080,0.0,2004,2005,141000
1203,1323.0,4.0,No,740,GLQ,425,844,None,1994.0,2526,Gd,10120,92.0,391.0,78,5,8,1165,0.0,1994,1994,290000
1097,0.0,3.0,No,338,GLQ,702,480,Unf,1986.0,1097,TA,9672,81.0,0.0,0,5,6,1040,0.0,1984,1985,152000
572,539.0,2.0,No,0,Unf,572,288,Unf,1982.0,1111,TA,5700,70.04995836802664,0.0,0,7,7,572,0.0,1926,1950,116900
1092,0.0,3.0,No,170,LwQ,252,288,Unf,1962.0,1092,TA,11616,70.04995836802664,116.0,20,5,5,1092,0.0,1962,1962,139000
1572,0.0,3.0,Gd,1159,Rec,413,995,RFn,1963.0,1572,TA,35133,50.0,226.0,263,4,5,1572,0.0,1963,1963,186700
768,0.0,2.0,Av,619,ALQ,149,624,Unf,1987.0,768,TA,7244,54.0,0.0,0,7,5,768,0.0,1970,1970,129500
848,0.0,1.0,Av,659,GLQ,189,420,Fin,2003.0,848,Gd,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,131500
865,445.0,2.0,No,617,LwQ,0,398,Unf,1924.0,1310,TA,7000,50.0,0.0,0,6,6,617,0.0,1924,1950,112000
976,1111.0,5.0,Gd,568,LwQ,264,444,Fin,1966.0,2087,Gd,12205,70.04995836802664,157.0,168,8,6,832,0.0,1966,2007,187500
827,834.0,3.0,Av,385,GLQ,70,550,RFn,1996.0,1661,Gd,10667,43.0,0.0,61,6,7,799,0.0,1996,1996,212000
1831,1796.0,4.0,Gd,1387,GLQ,543,807,Fin,1995.0,3627,Gd,35760,118.0,1378.0,76,5,10,1930,0.0,1995,1996,625000
1573,0.0,3.0,No,788,GLQ,785,544,RFn,2002.0,1573,Gd,9808,67.0,110.0,72,5,7,1573,0.0,2002,2002,227000
1128,903.0,3.0,No,804,GLQ,324,577,None,2002.0,2031,Gd,9473,75.0,0.0,211,5,8,1128,0.0,2002,2002,237000
1588,0.0,3.0,Av,0,Unf,1588,825,None,2006.0,1588,Gd,10000,85.0,410.0,45,5,8,1588,0.0,2006,2006,227000
1600,0.0,2.0,Gd,1277,BLQ,207,319,RFn,1957.0,1600,TA,16321,47.0,0.0,258,6,5,1484,0.0,1957,1997,207500
1680,0.0,3.0,No,144,LwQ,379,583,Fin,1998.0,1680,Gd,10140,78.0,0.0,73,5,7,1650,78.0,1998,1999,213250
707,682.0,3.0,No,0,Unf,651,240,Unf,1947.0,1389,TA,3378,60.0,0.0,0,8,7,651,0.0,1946,1992,135000
1266,0.0,2.0,Av,0,Unf,1266,388,Fin,2007.0,1266,Gd,3182,43.0,16.0,16,5,7,1266,0.0,2007,2007,159895
694,0.0,3.0,No,0,Unf,672,936,Unf,1998.0,1214,TA,10410,60.0,0.0,0,4,3,672,0.0,1915,1950,105000
1535,0.0,3.0,No,2,GLQ,1515,532,RFn,2004.0,1535,Gd,10171,70.0,168.0,0,5,7,1517,0.0,2004,2004,214000
955,0.0,3.0,No,763,BLQ,192,386,Unf,1966.0,955,TA,7742,66.0,0.0,0,7,5,955,0.0,1966,1966,127000
1012,0.0,2.0,No,0,Unf,1012,308,Unf,1920.0,1012,TA,8263,59.0,0.0,22,5,6,1012,0.0,1920,1950,118400
1337,0.0,2.0,No,266,GLQ,1139,511,Fin,1998.0,1337,Gd,4060,34.0,0.0,68,5,6,1405,0.0,1998,1999,181000
1122,0.0,2.0,No,144,GLQ,172,528,Unf,1948.0,1122,Gd,12000,100.0,0.0,36,7,5,924,0.0,1948,2005,147000
1506,0.0,2.0,Gd,16,GLQ,1346,440,None,2005.0,1506,Gd,3013,43.0,145.0,20,5,7,1362,0.0,2005,2005,213490
1836,0.0,3.0,Mn,1039,GLQ,797,862,Fin,2004.0,1836,Gd,11362,107.0,42.0,185,5,8,1836,0.0,2004,2005,280000
1324,0.0,2.0,No,863,GLQ,461,550,Fin,2006.0,1324,Gd,6240,48.0,176.0,38,5,8,1324,0.0,2006,2006,254000
874,0.0,3.0,No,510,None,354,288,RFn,1968.0,874,TA,9858,62.0,0.0,0,6,5,864,33.0,1968,1968,130000
1530,0.0,3.0,Av,1300,GLQ,230,630,Fin,2004.0,1530,Gd,14572,182.0,0.0,36,5,7,1530,144.0,2004,2004,259000
1057,977.0,2.86921381337252,No,739,GLQ,318,645,RFn,1998.0,2034,Gd,9375,70.04995836802664,573.0,36,5,7,1057,0.0,1997,1998,219500
1567,0.0,1.0,Av,1154,GLQ,366,648,Fin,2006.0,1567,Ex,3982,53.0,0.0,0,5,8,1520,0.0,2006,2006,264561
1192,403.0,2.0,No,388,LwQ,552,240,Unf,1940.0,1595,TA,8400,60.0,0.0,0,5,6,940,0.0,1940,2000,140000
729,717.0,3.0,Gd,604,GLQ,125,406,Unf,1996.0,1446,TA,21872,57.0,0.0,22,5,7,729,0.0,1996,1997,175000
720,0.0,2.0,No,0,Unf,624,484,Unf,2005.0,720,TA,8520,60.0,0.0,0,8,6,624,106.0,1928,2003,105900
1391,571.0,3.0,Mn,464,GLQ,927,868,RFn,2006.0,1962,Gd,8760,73.0,0.0,90,5,7,1391,0.0,2006,2006,239799
756,378.0,3.0,No,312,ALQ,444,240,Unf,1940.0,1134,TA,8160,60.0,0.0,0,6,5,756,0.0,1940,1950,126000
864,0.0,2.86921381337252,Av,460,BLQ,404,338,Unf,1972.0,864,TA,15523,36.0,0.0,0,6,5,864,0.0,1972,1972,133500
887,1134.0,3.0,No,0,Unf,868,422,RFn,2006.0,2021,Gd,23257,168.0,0.0,100,5,7,868,0.0,2006,2006,274725
1357,0.0,2.0,Av,719,ALQ,300,312,RFn,1959.0,1357,Ex,11512,124.0,84.0,0,7,6,1019,0.0,1959,2006,177000
780,840.0,4.0,No,493,Rec,0,462,Fin,1969.0,1620,TA,10793,80.0,263.0,0,5,5,780,0.0,1969,1969,152000
788,0.0,2.0,No,266,Rec,522,0,None,1978.5061638868744,788,TA,7446,70.04995836802664,0.0,0,5,4,788,0.0,1941,1950,100000
1040,0.0,2.0,None,0,None,0,420,Unf,1950.0,1040,TA,7200,60.0,0.0,29,5,4,0,0.0,1950,1950,109900
879,984.0,4.0,Av,0,Unf,879,660,Fin,2006.0,1863,Gd,14054,58.0,0.0,17,5,7,879,0.0,2006,2006,219210
884,1151.0,3.0,No,0,Unf,884,434,Fin,2001.0,2035,Gd,9505,70.04995836802664,180.0,48,5,7,884,0.0,2001,2001,222500
1274,0.0,3.0,No,925,GLQ,349,508,None,2005.0,1274,Gd,8814,68.0,80.0,98,5,7,1274,0.0,2005,2007,203000
1652,0.0,2.0,Av,1196,GLQ,298,499,RFn,2000.0,1652,Ex,5330,41.0,0.0,48,5,8,1494,0.0,2000,2000,251000
952,0.0,2.0,No,228,ALQ,724,283,Unf,1956.0,952,TA,8475,70.04995836802664,0.0,0,7,4,952,0.0,1956,1956,135750
807,702.0,3.0,No,457,GLQ,326,393,Fin,2002.0,1509,Gd,7861,70.04995836802664,0.0,75,5,6,783,0.0,2002,2003,183200
1496,0.0,2.86921381337252,Av,0,Unf,1496,474,None,2007.0,1496,Gd,9158,76.0,140.0,130,5,8,1496,0.0,2007,2007,225000
832,832.0,4.0,No,194,GLQ,638,528,RFn,1976.0,1664,TA,10140,78.0,0.0,28,5,7,832,0.0,1976,1976,162900
1518,1518.0,4.0,Mn,0,Unf,1107,840,Unf,1993.0,3608,Ex,22950,90.0,0.0,260,9,10,1107,0.0,1892,1993,475000
1362,0.0,2.0,Av,20,ALQ,1342,460,None,2005.0,1362,Gd,7577,61.0,256.0,28,5,6,1362,0.0,2005,2006,194700
1144,0.0,2.86921381337252,Av,739,BLQ,405,596,Unf,1956.0,1144,TA,9571,68.0,0.0,0,6,5,1144,44.0,1956,1956,129000
1867,0.0,2.0,No,379,LwQ,470,303,Fin,1955.0,1867,TA,10708,70.04995836802664,0.0,0,5,5,1617,0.0,1955,1993,190000
1137,0.0,2.0,No,980,GLQ,92,551,Unf,1987.0,1137,Gd,13811,54.0,72.0,0,6,6,1112,0.0,1987,1987,176000
1221,691.0,3.0,No,0,Unf,482,672,Unf,2003.0,1912,TA,10800,60.0,0.0,25,7,6,482,0.0,1905,2000,163000
630,0.0,1.0,Av,509,GLQ,121,286,Unf,1970.0,630,TA,1477,21.0,0.0,0,4,4,630,0.0,1970,1970,80000
798,546.0,3.0,No,0,Unf,546,0,None,1978.5061638868744,1344,TA,1533,21.0,0.0,0,6,4,546,0.0,1970,2008,97000
1788,0.0,3.0,Av,0,Unf,1753,522,RFn,2001.0,1788,Ex,11838,70.04995836802664,0.0,151,5,8,1753,0.0,2001,2001,236500
1282,1414.0,4.0,Av,984,GLQ,280,792,None,2007.0,2696,Ex,9965,77.0,220.0,184,5,7,1264,0.0,2007,2007,383970
1236,0.0,2.0,No,360,BLQ,710,447,Unf,1957.0,1236,Gd,10011,72.0,64.0,0,6,5,1070,0.0,1957,1996,134450
1251,0.0,3.0,No,553,None,698,461,None,1964.0,1251,TA,8800,80.0,425.0,116,6,6,1251,0.0,1964,1964,160000
1468,795.0,3.0,No,795,ALQ,0,539,Fin,1977.0,2263,Gd,16659,70.04995836802664,34.0,250,7,7,795,0.0,1977,1994,235000
1269,0.0,2.0,No,24,GLQ,1232,430,Fin,2004.0,1269,Gd,3182,43.0,16.0,20,5,8,1256,146.0,2004,2005,192000
1001,1001.0,2.86921381337252,No,284,BLQ,717,871,Unf,1949.0,2002,TA,6270,82.0,0.0,0,6,5,1001,0.0,1949,1950,145000
1307,1051.0,5.0,No,0,Unf,907,360,None,1908.0,2358,TA,45600,75.0,0.0,40,8,6,907,0.0,1908,1997,240000
2217,0.0,4.0,Gd,351,ALQ,1043,621,Unf,1970.0,2217,Gd,15865,95.0,0.0,207,6,8,2217,0.0,1970,1970,268000
1216,941.0,4.0,No,445,Rec,479,487,None,1966.0,2157,Gd,14200,88.0,309.0,66,6,7,924,0.0,1966,1966,226000
1130,1054.0,3.0,Av,936,GLQ,168,836,Fin,2008.0,2184,Ex,11308,96.0,154.0,102,5,9,1104,0.0,2008,2008,335000
1021,580.0,2.86921381337252,No,0,Unf,533,300,RFn,1958.0,1601,TA,13825,85.0,0.0,34,6,5,533,0.0,1958,1987,140000
2020,0.0,3.0,No,1436,GLQ,570,900,Fin,2009.0,2020,Ex,12220,94.0,305.0,54,5,10,2006,0.0,2009,2009,402861
833,0.0,3.0,No,625,None,208,0,None,1978.5061638868744,833,TA,8780,70.04995836802664,0.0,0,5,5,833,0.0,1985,1985,112000
773,0.0,2.0,No,570,None,203,240,Unf,1953.0,773,TA,7677,57.0,0.0,0,5,5,773,0.0,1953,1953,110000
1537,0.0,3.0,No,0,None,1319,462,RFn,1962.0,1537,Gd,8400,80.0,237.0,36,9,6,1319,0.0,1962,2005,174000
950,208.0,3.0,No,0,Unf,862,208,RFn,1929.0,1158,TA,6000,50.0,0.0,0,7,6,862,0.0,1929,1950,120000
1194,0.0,3.0,No,0,Unf,1194,312,RFn,1959.0,1194,TA,8760,73.0,220.0,0,6,6,1194,0.0,1959,1959,148000
1032,0.0,4.0,No,0,Unf,360,672,Unf,1999.0,1812,Gd,7630,76.0,0.0,0,9,5,360,344.0,1900,1996,140000
1170,1175.0,4.0,No,503,Rec,449,360,Unf,1932.0,2345,TA,16560,80.0,0.0,0,8,6,952,0.0,1932,1950,239000
825,0.0,2.0,No,180,LwQ,0,720,RFn,1963.0,825,TA,8235,49.0,0.0,50,7,5,825,0.0,1955,1995,125000
1048,0.0,3.0,No,580,BLQ,333,288,Unf,1962.0,1558,TA,10930,60.0,0.0,0,6,5,913,0.0,1945,1950,140000
605,0.0,2.0,Mn,348,None,180,0,None,1978.5061638868744,605,TA,9098,58.0,0.0,0,7,4,528,0.0,1920,2002,86000
1291,1230.0,5.0,No,837,ALQ,105,576,None,1973.0,2521,TA,3964,42.0,0.0,20,4,6,942,0.0,1973,1973,151400
936,0.0,2.0,No,0,Unf,936,576,Unf,1974.0,936,TA,6000,60.0,0.0,32,4,4,936,0.0,1953,1953,93000
1094,761.0,3.0,No,0,Unf,528,512,RFn,1976.0,1855,TA,9600,80.0,360.0,100,7,6,528,0.0,1976,1994,187000
658,526.0,5.0,No,0,Unf,658,0,None,1978.5061638868744,1184,TA,8410,58.0,0.0,151,3,5,658,0.0,1910,1996,81000
1436,884.0,3.0,No,774,ALQ,104,180,Unf,1945.0,2320,Gd,7259,61.0,0.0,0,8,6,1028,0.0,1945,2002,259500
1372,1274.0,2.86921381337252,Gd,987,GLQ,360,656,RFn,1993.0,2646,Gd,9900,90.0,256.0,60,5,7,1347,0.0,1993,1993,260000
764,0.0,2.0,No,0,Unf,680,504,Unf,1965.0,764,TA,5232,30.0,0.0,0,5,5,680,0.0,1925,2004,73000
1520,0.0,3.0,Av,674,BLQ,350,364,RFn,1955.0,1520,TA,9600,80.0,164.0,0,6,6,1156,0.0,1955,1972,153000
1494,0.0,3.0,Gd,1200,GLQ,279,576,RFn,1997.0,1494,Gd,9236,79.0,0.0,27,5,6,1479,0.0,1997,1997,217000
1063,0.0,3.0,No,354,Rec,412,280,RFn,1954.0,1063,TA,9920,80.0,110.0,0,5,5,1056,0.0,1954,1954,128000
877,600.0,3.0,No,0,Unf,861,216,Unf,1928.0,1477,TA,6292,52.0,0.0,50,7,7,861,0.0,1928,1950,145000
1221,0.0,2.0,No,410,GLQ,811,400,RFn,2004.0,1221,Gd,7500,62.0,0.0,113,5,7,1221,0.0,2004,2005,185000
1212,0.0,3.0,Mn,36,GLQ,1176,460,RFn,2009.0,1212,Gd,10420,83.0,0.0,22,5,6,1212,0.0,2009,2009,186000
1332,192.0,0.0,Gd,1258,GLQ,74,586,Fin,1979.0,1524,Gd,23595,70.04995836802664,0.0,0,6,7,1332,0.0,1979,1979,260000
816,0.0,3.0,No,641,ALQ,175,264,Unf,1982.0,816,Gd,6600,60.0,0.0,0,9,5,816,0.0,1982,2008,130500
1944,0.0,3.0,Gd,1274,None,622,708,Fin,2003.0,1944,Ex,12378,90.0,0.0,175,5,9,1896,0.0,2003,2004,360000
920,866.0,3.0,Mn,486,GLQ,434,608,RFn,2001.0,1786,Gd,11250,68.0,162.0,42,5,7,920,0.0,2001,2002,223500
1456,0.0,2.0,Gd,0,Unf,1273,400,Fin,2003.0,1456,Gd,3196,70.04995836802664,40.0,20,5,8,1273,143.0,2003,2003,215000
1316,0.0,3.0,Av,0,None,1316,440,Fin,2007.0,1316,Gd,11175,103.0,0.0,20,5,7,1316,0.0,2007,2007,200141
1047,0.0,2.0,No,0,Unf,641,273,Unf,1954.0,1047,TA,10800,60.0,0.0,0,7,4,641,0.0,1885,1995,100000
1236,0.0,2.0,No,600,GLQ,312,923,None,1957.0,1236,TA,7407,90.0,0.0,158,7,6,912,0.0,1957,1996,149700
1344,0.0,2.0,No,457,ALQ,193,484,Unf,1970.0,1344,TA,9503,70.04995836802664,0.0,28,5,5,1024,0.0,1958,1983,144000
1128,445.0,3.0,No,0,Unf,1078,360,Unf,1930.0,1573,TA,6240,52.0,0.0,0,7,5,1078,0.0,1930,1992,162900
1478,0.0,3.0,No,189,ALQ,628,442,RFn,1957.0,1478,TA,8400,70.0,0.0,0,3,6,1478,0.0,1957,1957,156500
965,0.0,3.0,No,641,BLQ,187,300,Unf,1979.0,965,TA,7800,60.0,0.0,0,5,5,828,0.0,1965,1965,119900
2223,0.0,3.0,Gd,1880,ALQ,343,516,Fin,1973.0,2223,TA,13651,95.0,1115.0,0,6,7,2223,300.0,1973,1973,244000
840,765.0,3.0,No,0,Unf,840,379,Unf,1915.0,1605,TA,5790,60.0,0.0,0,6,3,840,0.0,1915,1950,107400
901,901.0,4.0,No,352,LwQ,441,216,Unf,1920.0,1802,TA,7588,54.0,0.0,0,6,7,793,0.0,1920,1950,200100
1298,1216.0,4.0,No,1216,LwQ,0,693,Fin,1990.0,2514,TA,11170,70.04995836802664,0.0,0,5,7,1216,0.0,1990,1991,250000
970,739.0,2.86921381337252,No,0,Unf,970,380,Unf,2004.0,1709,Gd,2522,24.0,50.0,40,5,7,970,0.0,2004,2004,130000
780,596.0,3.0,No,0,Unf,780,198,Unf,1937.0,1376,TA,8600,50.0,0.0,0,6,6,780,0.0,1937,1950,119500
1166,0.0,3.0,No,0,Unf,1064,240,Unf,1936.0,1639,TA,10480,51.0,0.0,0,5,6,1064,0.0,1936,1950,115000
1535,0.0,4.0,None,0,None,0,410,Unf,1979.0,1535,TA,7018,64.0,0.0,0,5,5,0,0.0,1979,1979,118964
1180,0.0,3.0,Gd,1065,GLQ,92,454,None,1988.0,2062,TA,14364,70.04995836802664,128.0,55,5,7,1157,0.0,1988,1989,277000
912,0.0,2.0,No,111,BLQ,522,297,Fin,1958.0,912,TA,7535,70.0,0.0,285,7,5,912,0.0,1958,1985,120000
923,0.0,2.0,No,543,BLQ,261,264,RFn,1980.0,923,TA,8012,50.0,0.0,0,5,6,923,0.0,1980,1980,143000
1104,684.0,5.0,Av,0,Unf,1104,304,Unf,1957.0,1788,TA,11250,70.04995836802664,0.0,0,5,4,1104,0.0,1957,1989,161500
1733,0.0,4.0,None,0,None,0,452,Unf,1955.0,1733,TA,13680,70.04995836802664,0.0,0,5,3,0,0.0,1955,1955,139600
864,0.0,3.0,No,375,None,250,660,Unf,1989.0,864,Gd,6960,60.0,0.0,0,6,4,864,0.0,1970,1970,120500
847,1112.0,4.0,Av,0,Unf,847,434,Fin,2004.0,1959,Gd,11796,59.0,0.0,48,5,7,847,0.0,2004,2005,215000
1554,0.0,2.0,Mn,24,GLQ,1530,627,RFn,2006.0,1554,Gd,4590,34.0,108.0,73,5,8,1554,0.0,2006,2006,209500
1423,748.0,3.0,No,0,Unf,588,672,Fin,1993.0,2555,TA,11526,79.0,0.0,0,7,6,588,0.0,1922,1994,191000
1512,1142.0,4.0,Mn,619,BLQ,435,619,None,1968.0,2654,Gd,11029,70.04995836802664,220.0,65,7,6,1054,0.0,1968,1984,250000
1040,0.0,3.0,No,659,ALQ,381,260,Unf,1962.0,1040,TA,6897,70.04995836802664,0.0,104,8,5,1040,0.0,1962,2010,127000
1082,0.0,2.0,No,336,BLQ,746,240,Unf,1948.0,1082,TA,11664,60.0,206.0,130,5,6,1082,0.0,1948,1950,119200
1670,0.0,3.0,No,0,Unf,1670,690,RFn,2006.0,1670,Gd,14859,50.0,27.0,60,5,7,1670,0.0,2006,2006,240000
1142,0.0,3.0,No,874,ALQ,268,528,Fin,1976.0,1142,TA,4224,44.0,0.0,90,5,5,1142,0.0,1976,1976,134000
975,975.0,3.0,No,649,None,326,576,RFn,1997.0,1950,Gd,7399,66.0,1600.0,10,5,7,975,0.0,1997,1998,239000
1661,0.0,3.0,Av,831,BLQ,161,377,RFn,1955.0,1661,Gd,9600,80.0,0.0,28,6,6,992,0.0,1955,1996,165500
2020,0.0,4.0,None,0,None,0,630,Unf,1977.0,2020,TA,8400,60.0,320.0,0,5,5,0,0.0,1977,1977,144000
912,912.0,4.0,Av,0,Unf,912,0,None,1978.5061638868744,1824,TA,9400,94.0,0.0,0,5,6,912,0.0,1971,1971,139000
1141,0.0,3.0,No,0,Unf,1141,484,Unf,2005.0,1141,TA,13072,63.0,0.0,0,5,6,1141,0.0,2005,2005,142500
1505,0.0,2.0,No,1024,None,481,505,RFn,1953.0,1505,TA,12160,128.0,90.0,0,4,6,1505,0.0,1953,1953,149500
